,index,text,label
80,288it,"The parties @negociated@ all night.
youdao: Le parti hanno negoziato tutta la notte.
google: Le parti hanno negoziato tutta la notte.
opus: Le parti hanno negoziato tutta la notte.
group_1:
ref:le parti hanno negoziato tutta la notte.
group_2:
ref:le parti hanno negoziato tutta la notte.
group_3:
ref: le parti hanno negoziato tutta la notte.",
81,118it,"The girl @glared@ at the man who tried to make a pass at her.
youdao: La ragazza guardò l’uomo che provò a farla passare.
google: La ragazza fissò l'uomo che cercava di farle un tentativo.
opus: La ragazza ha sgridato l'uomo che ha cercato di fargliela passare.
group_1:
ref:la ragazza fissò l'uomo che cercava di farle un tentativo.
group_2:
ref:la ragazza fissò l'uomo che cercava di fargliela passare.
group_3:
ref: la ragazza guardò l’uomo con occhio furioso che provò a farla passare.",
82,8it,"this snake @swims@ through the soil where it lives.
youdao: Questo serpente nuota attraverso il terreno dove vive.
google: questo serpente nuota nel terreno dove vive.
opus: Questo serpente nuota nel terreno dove vive.
group_1:
ref: questo serpente nuota nel terreno dove vive.
group_2:
ref:questo serpente nuota attraverso il terreno dove vive.
group_3:
ref: questo serpente nuota nel terreno dove vive.",
83,59it,"These architects @build@ in interesting and new styles.
youdao: Questi architetti costruiscono stili interessanti e nuovi.
google: Questi architetti costruiscono in stili interessanti e nuovi.
opus: Questi architetti costruiscono in stili interessanti e nuovi.
group_1:
ref:questi architetti costruiscono in stili interessanti e nuovi.
group_2:
ref:questi architetti costruiscono in stili interessanti e nuovi.
group_3:
ref: questi architetti costruiscono stili interessanti e nuovi.",
84,316it,"We don't know the woman who @posed@ for Leonardo so often.
youdao: Non conosciamo la donna che ha posato per Leonardo così spesso.
google: Non conosciamo la donna che ha posato così spesso per Leonardo.
opus: Non conosciamo la donna che ha posato per Leonardo cosi' spesso.
group_1:
ref:non conosciamo la donna che ha posato per leonardo cosi' spesso.
group_2:
ref:non conosciamo la donna che ha posato per leonardo cosi' spesso.
group_3:
ref: non conosciamo la donna che ha posato così spesso per leonardo.",
85,110it,"@grind@ lenses for glasses and cameras.
youdao: Macinare lenti per occhiali e macchine fotografiche.
google: molatura lenti per occhiali e macchine fotografiche.
opus: macinare le lenti per occhiali e macchine fotografiche.
group_1:
ref: macinare le lenti per occhiali e macchine fotografiche.
group_2:
ref:macinare lenti per occhiali e macchine fotografiche.
group_3:
ref: macinare le lenti per occhiali e macchine fotografiche.",
86,72it,"@pin@ the needle to the shirt.
youdao: Infilare l’ago sulla camicia.
google: appunta l'ago alla camicia.
opus: Ficcare l'ago sulla camicia.
group_1:
ref:appunta l'ago alla camicia
group_2:
ref:appunta l'ago alla camicia.
group_3:
ref: appunta l'ago alla camicia.",
87,170it,"The room @lightened@ up.
youdao: La stanza si illuminò.
google: La stanza si illuminò.
opus: La stanza si è schiarita.
group_1:
ref: la stanza si illuminò.
group_2:
ref:la stanza si illuminò.
group_3:
ref: la stanza si illuminò.",
88,298it,"@engraved@ the trophy cupt with the winner's.
youdao: Incisa il trofeo con quello del vincitore.
google: incisa la coppa del trofeo con quella del vincitore.
opus: ha inciso il cutter del trofeo con quello del vincitore.
group_1:
ref: incisa la coppa del trofeo con quella del vincitore.
group_2:
ref:ha inciso il trofeo con quello del vincitore.
group_3:
ref: ha inciso il cutter del trofeo con quello del vincitore.",
89,159it,"@deflate@ the air mattress.
youdao: Sgonfiare il materasso d’aria.
google: sgonfiare il materasso ad aria.
opus: sgonfiare il materasso ad aria.
group_1:
ref:sgonfiare il materasso ad aria.
group_2:
ref:sgonfiare il materasso ad aria.
group_3:
ref: sgonfiare il materasso ad aria.",
90,34it,"They @scraped@ a letter into the stone.
youdao: Hanno raschiato una lettera nella pietra.
google: Hanno graffiato una lettera nella pietra.
opus: Hanno raschiato una lettera nella pietra.
group_1:
ref: hanno raschiato una lettera nella pietra
group_2:
ref:hanno graffiato una lettera nella pietra.
group_3:
ref: hanno raschiato una lettera nella pietra.",
91,42it,"The lights were @flashing.@
youdao: Le luci stavano lampeggiando.
google: Le luci lampeggiavano.
opus: Le luci lampeggiavano.
group_1:
ref:le luci lampeggiavano.
group_2:
ref:le luci stavano lampeggiando.
group_3:
ref: le luci stavano lampeggiando.",
92,45it,"The fireflies were @glowing@ and flying about in the garden.
youdao: Le lucciole brillavano e volavano nel giardino.
google: Le lucciole brillavano e volavano nel giardino.
opus: Le lucciole brillavano e volavano in giardino.
group_1:
ref:le lucciole brillavano e volavano in giardino.
group_2:
ref: le lucciole brillavano e volavano in giardino.
group_3:
ref: le lucciole brillavano e volavano nel giardino.",
93,274it,"The garbage @flushed@ down the river.
youdao: La spazzatura gettò giù il fiume.
google: La spazzatura scaricata nel fiume.
opus: La spazzatura e' scesa giu' dal fiume.
group_1:
ref: la spazzatura scaricata nel fiume.
group_2:
ref:la spazzatura è stata lavata giù per il torrente.
group_3:
ref: la spazzatura scaricata nel fiume.",
94,139it,"Her faced @puffed@ up from the drugs.
youdao: Lei ha affrontato vomitato dalle droghe.
google: La sua faccia era gonfia per la droga.
opus: La sua faccia si e' gonfiata dalla droga.
group_1:
ref: la sua faccia era gonfia per la droga.
group_2:
ref: la sua faccia si e' gonfiata per la droga.
group_3:
ref: la sua faccia si e' gonfiata dalla droga.",
95,43it,"The towers were @topped@ with conical roofs.
youdao: Le torri erano coperte da tetti conici.
google: Le torri erano sormontate da tetti conici.
opus: Le torri erano sormontate da tetti conici.
group_1:
ref: le torri erano sormontate da tetti conici.
group_2:
ref:le torri erano coperte da tetti conici.
group_3:
ref: le torri erano sormontate da tetti conici.",
96,27it,"The bird @flapped@ its wings.
youdao: L’uccello batteva le ali.
google: L'uccello sbatté le ali.
opus: L'uccello ha sbattuto le ali.
group_1:
ref:l'uccello sbatté le ali.
group_2:
ref: l'uccello ha sbattuto le ali.
group_3:
ref: l'uccello ha sbattuto le ali.",
97,130it,"This boss @abuses@ his workers.
youdao: Questo capo abusa dei suoi lavoratori.
google: Questo capo abusa dei suoi lavoratori.
opus: Questo capo abusa dei suoi lavoratori.
group_1:
ref: questo capo abusa dei suoi lavoratori.
group_2:
ref:questo capo abusa dei suoi lavoratori.
group_3:
ref: questo capo abusa dei suoi lavoratori.",
98,143it,"@engrave@ the pen with the owner's name.
youdao: Incisione la penna con il nome del proprietario.
google: incidere la penna con il nome del proprietario.
opus: incidere la penna con il nome del proprietario.
group_1:
ref: incidere la penna con il nome del proprietario.
group_2:
ref:incidere la penna con il nome del proprietario.
group_3:
ref: incidere la penna con il nome del proprietario.",
99,320it,"The pirates @raided@ the coastal villages regularly.
youdao: I pirati hanno saccheggiato regolarmente i villaggi costieri.
google: I pirati facevano regolarmente irruzione nei villaggi costieri.
opus: I pirati hanno fatto irruzione regolarmente nei villaggi costieri.
group_1:
ref:i pirati hanno saccheggiato regolarmente i villaggi costieri.
group_2:
ref:i pirati hanno saccheggiato regolarmente i villaggi costieri.
group_3:
ref: i pirati hanno saccheggiato regolarmente i villaggi costieri.",
100,297it,"The policeman @downed@ the heavily armed suspect.
youdao: Il poliziotto ha abbattuto il sospetto pesantemente armato.
google: Il poliziotto ha abbattuto il sospetto pesantemente armato.
opus: Il poliziotto ha abbattuto il sospettato pesantemente armato.
group_1:
ref:il poliziotto ha abbattuto il sospettato pesantemente armato.
group_2:
ref:il poliziotto ha abbattuto il sospetto pesantemente armato.
group_3:
ref: il poliziotto ha abbattuto il sospettato pesantemente armato.",
101,323it,"This nucleus has @captured@ the slow- moving neutrons.
youdao: Questo nucleo ha catturato i neutroni lenti in movimento.
google: Questo nucleo ha catturato i neutroni che si muovono lentamente.
opus: Questo nucleo ha catturato i neutroni a lento movimento.
group_1:
ref:questo nucleo ha catturato i neutroni a lento movimento.
group_2:
ref:questo nucleo ha catturato i neutroni lenti in movimento.
group_3:
ref: questo nucleo ha catturato i neutroni a lento movimento.",
102,183it,"The fog @blurs@ my vision.
youdao: La nebbia offusca la mia vista.
google: La nebbia offusca la mia vista.
opus: La nebbia offusca la mia visione.
group_1:
ref:la nebbia offusca la mia vista.
group_2:
ref:la nebbia offusca la mia visione.
group_3:
ref: la nebbia offusca la mia visione.",
103,108it,"She wanted to @buy@ his love with her dedication to him and his work.
youdao: Voleva comprare il suo amore con la sua dedizione a lui e il suo lavoro.
google: Voleva comprare il suo amore con la sua dedizione a lui e al suo lavoro.
opus: Voleva comprare il suo amore con la sua dedizione a lui e al suo lavoro.
group_1:
ref: voleva comprare il suo amore con la sua dedizione a lui e al suo lavoro.
group_2:
ref:voleva comprare il suo amore con la sua dedizione a lui e al suo lavoro.
group_3:
ref: voleva comprare il suo amore con la sua dedizione a lui e al suo lavoro.",
104,36it,"The bellies of the starving children are @swelling.@
youdao: Le pance dei bambini affamati si stanno ingrossando.
google: Le pance dei bambini affamati si stanno gonfiando.
opus: Le pance dei bambini affamati si stanno gonfiando.
group_1:
ref: le pance dei bambini affamati si stanno gonfiando.
group_2:
ref:le pance dei bambini affamati si stanno gonfiando.
group_3:
ref: le pance dei bambini affamati si stanno gonfiando.",
105,60it,"T. Boone Pickens @raided@ many large companies.
youdao: T. Boone Pickens ha fatto irruzione in molte grandi imprese.
google: T. Boone Pickens ha fatto irruzione in molte grandi aziende.
opus: T. Boone Pickens ha fatto irruzione in molte grandi aziende.
group_1:
ref: t. boone pickens ha fatto irruzione in molte grandi aziende.
group_2:
ref:t. boone pickens ha fatto irruzione in molte grandi aziende.
group_3:
ref: t. boone pickens ha fatto incursione in molte grandi aziende.",
106,144it,"The prince was @crowned@ in Westminster Abbey.
youdao: Il principe fu incoronato a Westminster Abbey.
google: Il principe fu incoronato nell'abbazia di Westminster.
opus: Il principe fu incoronato nell'abbazia di Westminster.
group_1:
ref: l principe fu incoronato nell'abbazia di westminster.
group_2:
ref:il principe fu incoronato a westminster abbey.
group_3:
ref: il principe fu incoronato nell'abbazia di westminster.",
107,216it,"the bodybuilder's neck muscles @tensed.@
youdao: I muscoli del collo del carrozzaio tendevano.
google: i muscoli del collo del bodybuilder si tesero.
opus: I muscoli del collo del bodybuilder sono tesi.
group_1:
ref: i muscoli del collo del culturista sono tesi.
group_2:
ref:i muscoli del collo del bodybuilder sono tesi.
group_3:
ref: i muscoli del collo del carrozzaio tendevano.",
108,196it,"people used to @salt@ meats on ships.
youdao: La gente soleva salpare la carne sulle navi.
google: le persone erano solite salare le carni sulle navi.
opus: La gente era abituata a salare carne sulle navi.
group_1:
ref: le persone erano solite salare le carni sulle navi.
group_2:
ref: la gente era abituata a salare carne sulle navi.
group_3:
ref: la gente era abituata a salare carne sulle navi.",
109,209it,"She @whistled@ a melody.
youdao: Fischiettò una melodia.
google: Fischiò una melodia.
opus: Ha fischiato una melodia.
group_1:
ref:ha fischiato una melodia.
group_2:
ref::5,5,5,literal,non,5
group_3:
ref: ha fischiato una melodia.",
110,250it,"He made some sexual advances at the woman in his office and @groped@ her repeatedly.
youdao: Ha fatto qualche progresso sessuale presso la donna nel suo ufficio e la molestò ripetutamente.
google: Ha fatto alcune avance sessuali alla donna nel suo ufficio e l'ha palpata ripetutamente.
opus: Ha fatto qualche progresso sessuale alla donna nel suo ufficio e l'ha palpeggiata ripetutamente.
group_1:
ref: ha fatto qualche progresso sessuale alla donna nel suo ufficio e l'ha palpeggiata ripetutamente.
group_2:
ref:ha fatto alcune avance sessuali alla donna nel suo ufficio e l'ha palpeggiata ripetutamente.
group_3:
ref: ha fatto qualche progresso sessuale alla donna nel suo ufficio e l'ha palpeggiata ripetutamente.",
111,220it,"@negociate@ securities.
youdao: Titoli negoziati.
google: negoziare titoli.
opus: Negoziare titoli.
group_1:
ref: negoziare titoli.
group_2:
ref:negoziare titoli
group_3:
ref:negoziare titoli.",
112,242it,"The driver @jammed@ the brake pedal to the floor.
youdao: Il conducente ha bloccato il pedale del freno fino al pavimento.
google: L'autista ha schiacciato a terra il pedale del freno.
opus: Il conducente ha bloccato il pedale del freno fino al pavimento.
group_1:
non ref: il conducente ha bloccato il pedale del freno fino al pavimento.
group_2:
ref:l'autista ha schiacciato a terra il pedale del freno.
group_3:
ref: l'autista ha schiacciato a terra il pedale del freno.",
113,214it,"@ping@ your machine in the office.
youdao: Ping la tua macchina in ufficio.
google: eseguire il ping della macchina in ufficio.
opus: Ping la tua macchina in ufficio.
group_1:
ref: eseguire il ping della macchina in ufficio.
group_2:
ref:ping la tua macchina in ufficio.
group_3:
ref:ping la tua macchina in ufficio.",
114,88it,"the invaders @seized@ the land and property of the inhabitants.
youdao: Gli invasori hanno confiscato la terra ei beni degli abitanti.
google: gli invasori si impossessarono della terra e delle proprietà degli abitanti.
opus: gli invasori sequestrarono la terra e la proprietà degli abitanti.
group_1:
non ref: gli invasori sequestrarono la terra e la proprietà degli abitanti.
group_2:
ref:gli invasori occupano la terra e la proprietà degli abitanti.
group_3:
ref:gli invasori hanno confiscato la terra ei beni degli abitanti.",
115,315it,"The boy @kicked@ the dog.
youdao: Il ragazzo calciò il cane.
google: Il ragazzo ha preso a calci il cane.
opus: Il ragazzo ha preso a calci il cane.
group_1:
ref: il ragazzo ha preso a calci il cane.
group_2:
ref:il ragazzo calciò il cane.
group_3:
ref:il ragazzo ha preso a calci il cane.",
116,32it,"she @lightened@ the load on the tired donkey.
youdao: Ha alleggerito il carico sull’asino stanco.
google: ha alleggerito il carico sull'asino stanco.
opus: Ha alleviato il carico sull'asino stanco.
group_1:
non ref: ha alleviato il carico sull'asino stanco.
group_2:
ref:ha alleviato il carico sull'asino stanco.
group_3:
ref:ha alleggerito il carico sull'asino stanco.",
117,125it,"@heap@ the platter with potatoes.
youdao: Brucia il piatto con le patate.
google: ammucchiare il piatto con le patate.
opus: Muovi il piatto con le patate.
group_1:
non ref: muovi il piatto con le patate.
group_2:
ref:accatastare il piatto con le patate.
group_3:
ref:ammucchiare il piatto con le patate.",
118,238it,"@reform@ a political system.
youdao: Riformare un sistema politico.
google: riformare un sistema politico.
opus: riformare un sistema politico.
group_1:
ref: riformare un sistema politico.
group_2:
ref:riformare un sistema politico.
group_3:
ref:riformare un sistema politico.",
119,178it,"The defendant @answered@ to all the charges of the prosecution.
youdao: Il convenuto ha risposto a tutte le accuse del pubblico ministero.
google: L'imputato ha risposto a tutte le accuse dell'accusa.
opus: L'imputato ha risposto a tutte le accuse dell'accusa.
group_1:
ref: il convenuto ha risposto a tutte le accuse del pubblico ministero.
group_2:
ref:l'imputato ha risposto a tutte le accuse dell'accusa.
group_3:
ref:l'imputato ha risposto a tutte le accuse dell'accusa.",
120,98it,"The liquid @fills@ the container.
youdao: Il liquido riempie il contenitore.
google: Il liquido riempie il contenitore.
opus: Il liquido riempie il contenitore.
group_1:
ref: il liquido riempie il contenitore.
group_2:
ref:il liquido riempie il contenitore.
group_3:
ref:il liquido riempie il contenitore.",
121,83it,"The spasm @convulses@ her facial muscles.
youdao: Lo spasmo convulsa i muscoli facciali.
google: Lo spasmo le scuote i muscoli facciali.
opus: Lo spasmo convulsive i muscoli del viso.
group_1:
non ref: lo spasmo le scuote i muscoli facciali.
group_2:
ref:lo spasmo convulsa i muscoli facciali.
group_3:
ref:lo spasmo convulsa i muscoli facciali.",
122,55it,"The furniture @molded@ in the old house.
youdao: I mobili modellati nella vecchia casa.
google: I mobili modellati nella vecchia casa.
opus: I mobili modellati nella vecchia casa.
group_1:
ref: i mobili modellati nella vecchia casa.
group_2:
ref:i mobili modellati nella vecchia casa.
group_3:
ref:i mobili modellati nella vecchia casa.",
123,80it,"She @inclined@ her head to the student.
youdao: Lei inclinò la testa allo studente.
google: Lei inclinò la testa verso lo studente.
opus: Ha inclinato la testa verso la studentessa.
group_1:
ref: lei inclinò la testa allo studente.
group_2:
ref:lei inclinò la testa verso lo studente.
group_3:
ref:ha inclinato la testa verso la studentessa.",
124,176it,"The building was @levelled.@
youdao: L’edificio era livellato.
google: L'edificio è stato raso al suolo.
opus: L'edificio e' stato sistemato.
group_1:
non ref: l'edificio e' stato sistemato.
group_2:
ref:l’edificio era livellato.
group_3:
ref:l’edificio era livellato.",
125,287it,"The needle @pricked@ his skin.
youdao: L’ago gli punse la pelle.
google: L'ago gli punse la pelle.
opus: L'ago gli ha punto la pelle.
group_1:
ref: l’ago gli punse la pelle.
group_2:
ref:l’ago gli punse la pelle.
group_3:
ref:l'ago gli ha punto la pelle.",
126,40it,"She @leaned@ over the banister.
youdao: Lei si appoggiò sulla ringhiera.
google: Si sporse dalla ringhiera.
opus: Si e' piegata sulla ringhiera.
group_1:
ref: lei si appoggiò sulla ringhiera.
group_2:
ref:lei si appoggiò sulla ringhiera.
group_3:
ref:lei si appoggiò sulla ringhiera.",
127,168it,"Please @communicate@ this message to all employees.
youdao: Si prega di comunicare questo messaggio a tutti i dipendenti.
google: Si prega di comunicare questo messaggio a tutti i dipendenti.
opus: Si prega di comunicare questo messaggio a tutti i dipendenti.
group_1:
ref: si prega di comunicare questo messaggio a tutti i dipendenti.
group_2:
ref:si prega di comunicare questo messaggio a tutti i dipendenti.
group_3:
ref:si prega di comunicare questo messaggio a tutti i dipendenti.",
128,265it,"@map@ the surface of Venus.
youdao: Mappa la superficie di venere.
google: mappare la superficie di Venere.
opus: mappa la superficie di Venere.
group_1:
ref: mappa la superficie di venere.
group_2:
ref:mappare la superficie di venere.
group_3:
ref:mappa la superficie di venere.",
129,229it," Now @push@ hard, said the doctor to the woman.
youdao: Ora premere forte, disse il medico alla donna.
google:  Ora spingi forte, disse il dottore alla donna.
opus: Ora spingi forte, disse il dottore alla donna.
group_1:
ref: ora spingi forte, disse il dottore alla donna.
group_2:
ref:ora spingi forte, disse il dottore alla donna.
group_3:
ref:ora spingi forte, disse il dottore alla donna.",
130,96it,"@paste@ the sign on the wall.
youdao: Incolla il segno sulla parete.
google: incolla il segno sul muro.
opus: Incolla il cartello sul muro.
group_1:
ref: incolla il segno sulla parete.
group_2:
ref: incolla il segno sulla parete.
group_3:
ref:incolla il segno sul muro.",
131,234it,"The ship @landed@ in Pearl Harbor.
youdao: La nave è atterrata nel porto di Pearl.
google: La nave è atterrata a Pearl Harbor.
opus: La nave è atterrata a Pearl Harbor.
group_1:
ref: la nave è atterrata nel porto di pearl.
group_2:
ref:la nave è atterrata a pearl harbor.
group_3:
ref:la nave è atterrata a pearl harbor.",
132,124it,"@Lock@ the bike to the fence!
youdao: Chiudi la bici a chiave!
google: Blocca la bici al recinto!
opus: Chiudi la bici alla recinzione!
group_1:
non ref: chiudi la bici a chiave!
group_2:
ref: blocca la bici al recinto!
group_3:
ref:blocca la bici al recinto!",
133,228it,"Her feet @blistered@ during the long hike.
youdao: I suoi piedi si sono vesciche durante la lunga escursione.
google: I suoi piedi si sono riempiti di vesciche durante la lunga camminata.
opus: I suoi piedi le hanno fatto una brulicata durante la lunga escursione.
group_1:
non ref: i suoi piedi si sono riempiti di vesciche durante la lunga camminata.
group_2:
ref: i suoi piedi si sono vesciche durante la lunga escursione.
group_3:
ref:i suoi piedi si sono vesciche durante la lunga escursione.",
134,7it,"Meteors @showered@ down over half of Australia.
youdao: I meteori si sono rovesciati oltre la metà dell’australia.
google: Le meteore si sono riversate su metà dell'Australia.
opus: Le meteore hanno fatto la doccia in piu' della meta' dell'Australia.
group_1:
non ref: le meteore si sono riversate su metà dell'australia.
group_2:
ref:le meteore si sono riversate su metà dell'australia.
group_3:
ref:le meteore si sono riversate su metà dell'australia.",
135,173it,"They @mounted@ the aerator on a floating.
youdao: Hanno montato l’aeratore su un galleggiante.
google: Hanno montato l'aeratore su un galleggiante.
opus: Hanno montato l'aeratore su un galleggiante.
group_1:
ref: hanno montato l’aeratore su un galleggiante.
group_2:
ref:hanno montato l'aeratore su un galleggiante.
group_3:
ref:hanno montato l’aeratore su un galleggiante.",
136,53it,"They @bind@ their books in leather.
youdao: Si legano i loro libri in pelle.
google: Rilegano i loro libri in pelle.
opus: Legano i loro libri in pelle.
group_1:
ref: si legano i loro libri in pelle.
group_2:
ref:si legano i loro libri in pelle.
group_3:
ref: legano i loro libri in pelle.",
137,269it,"the pig was @rooting@ for truffles.
youdao: Il maiale faceva il tifo per i tartufi.
google: il maiale tifava per i tartufi.
opus: Il maiale tifava per i tartufi.
group_1:
ref: il maiale faceva il tifo per i tartufi.
group_2:
ref:il maiale ricercava per i tartufi.
group_3:
ref:il maiale tifava per i tartufi.",
138,210it,"The architect decided to @stagger@ the chairs in the lecture hall.
youdao: L’architetto decise di pugnalare le sedie nella sala conferenze.
google: L'architetto ha deciso di scaglionare le sedie nell'aula magna.
opus: L'architetto ha deciso di barcollare le sedie nella sala conferenze.
group_1:
ref: l'architetto ha deciso di barcollare le sedie nella sala conferenze.
group_2:
ref:l’architetto decise di pugnalare le sedie nella sala conferenze.
group_3:
ref:l'architetto ha deciso di barcollare le sedie nella sala conferenze.",
139,69it,"The government is @building@ new schools in this state.
youdao: Il governo sta costruendo nuove scuole in questo stato.
google: Il governo sta costruendo nuove scuole in questo stato.
opus: Il governo sta costruendo nuove scuole in questo stato.
group_1:
ref: il governo sta costruendo nuove scuole in questo stato.
group_2:
ref:il governo sta costruendo nuove scuole in questo stato.
group_3:
ref:il governo sta costruendo nuove scuole in questo stato.",
140,129it,"male birds @tread@ the females.
youdao: Gli uccelli maschi calpestano le femmine.
google: gli uccelli maschi calpestano le femmine.
opus: gli uccelli maschi pestano le femmine.
group_1:
non ref: gli uccelli maschi pestano le femmine.
group_2:
ref:gli uccelli maschi calpestano le femmine.
group_3:
ref:gli uccelli maschi calpestano le femmine.",
141,185it,"He @trenched@ his military camp.
youdao: Ha trenato il suo campo militare.
google: Ha trincerato il suo accampamento militare.
opus: Ha trincerato il suo campo militare.
group_1:
ref: ha trincerato il suo accampamento militare.
group_2:
ref:ha trincerato il suo campo militare.
group_3:
ref:ha trincerato il suo campo militare.",
142,201it,"We @ascended@ the mountain.
youdao: Abbiamo scalato la montagna.
google: Siamo saliti sulla montagna.
opus: Siamo saliti sulla montagna.
group_1:
ref: siamo saliti sulla montagna.
group_2:
ref:siamo saliti sulla montagna.
group_3:
ref:abbiamo scalato la montagna.",
143,89it,"@mount@ slides for macroscopic analysis.
youdao: Montare vetrini per l’analisi macroscopica.
google: montare i vetrini per l'analisi macroscopica.
opus: diapositive di montaggio per analisi macroscopiche.
group_1:
ref: montare vetrini per l’analisi macroscopica.
group_2:
ref:installare vetrini per l’analisi macroscopica.
group_3:
ref:montare i vetrini per l'analisi macroscopica.",
144,2it,"European children learn the breast stroke; they often don't know how to @crawl.@
youdao: I bambini europei imparano l’ictus al seno; Spesso non sanno come strisciare.
google: I bambini europei imparano la rana; spesso non sanno strisciare.
opus: I bambini europei imparano l'ictus al seno; spesso non sanno come strisciare.
group_1:
ref: i bambini europei imparano l’ictus al seno: spesso non sanno come strisciare.
group_2:
ref:i bambini europei imparano l'ictus al seno: spesso non sanno come strisciare.
group_3:
ref: i bambini europei imparano l’ictus al seno: spesso non sanno come strisciare.",
145,48it,"They @poured@ water over the floor.
youdao: Hanno versato acqua sul pavimento.
google: Hanno versato acqua sul pavimento.
opus: Hanno versato acqua sul pavimento.
group_1:
ref: hanno versato acqua sul pavimento.
group_2:
ref:hanno versato acqua sul pavimento.
group_3:
ref:hanno versato acqua sul pavimento.",
146,137it,"bees were @buzzing@ around the hive.
youdao: Le api ronzavano intorno all’alveare.
google: le api ronzavano intorno all'alveare.
opus: Le api ronzavano intorno all'alveare.
group_1:
ref: le api ronzavano intorno all’alveare.
group_2:
ref:le api ronzavano intorno all'alveare.
group_3:
ref:le api ronzavano intorno all'alveare.",
147,30it,"The prisoner @tugged@ at the chains.
youdao: Il prigioniero tirò le catene.
google: Il prigioniero tirò le catene.
opus: Il prigioniero ha tirato le catene.
group_1:
ref: il prigioniero tirò le catene.
group_2:
ref: il prigioniero tirò le catene.
group_3:
ref:il prigioniero ha tirato le catene.",
148,126it,"The sales clerk quickly @seized@ the money on the counter.
youdao: Il venditore prese rapidamente i soldi al bancone.
google: L'addetto alle vendite ha rapidamente sequestrato i soldi sul bancone.
opus: L'impiegato di vendita ha rapidamente sequestrato i soldi sul bancone.
group_1:
ref: l'impiegato di vendita ha rapidamente sequestrato i soldi sul bancone.
group_2:
ref:l'impiegato di vendita ha rapidamente sequestrato i soldi sul bancone.
group_3:
ref:l'addetto alle vendite ha rapidamente sequestrato i soldi sul bancone.",
149,142it,"He @brushed@ the wall lightly.
youdao: Spazzolò il muro con leggerezza.
google: Sfiorò leggermente il muro.
opus: Ha spazzolato il muro con leggerezza.
group_1:
ref: ha spazzolato il muro con leggerezza.
group_2:
ref:ha strofinato il muro con leggerezza.
group_3:
ref:ha spazzolato il muro con leggerezza.",
150,24it,"@square@ the wood with a file.
youdao: Eleva al quadrato il legno con un file.
google: squadrare il legno con una lima.
opus: piazzare il legno con una lima.
group_1:
ref: squadrare il legno con una lima.
group_2:
ref:squadrare il legno con una lima.
group_3:
ref:squadrare il legno con una lima.",
151,116it,"@steamroller@ the road.
youdao: Ruotano la strada.
google: rullo compressore la strada.
opus: Roller della strada.
group_1:
ref: pressare la strada come un steamroller.
group_2:
ref:ruotano la strada.
group_3:
ref:rullo compressore la strada.",
152,273it,"The rubber ball @bounced.@
youdao: La palla di gomma rimbalzò.
google: La palla di gomma rimbalzò.
opus: La palla di gomma e' rimbalzata.
group_1:
ref: la palla di gomma rimbalzò.
group_2:
ref:la palla di gomma rimbalzò.
group_3:
ref:la palla di gomma e' rimbalzata.",
153,253it,"The drunken man @staggered@ into the room.
youdao: L’uomo ubriaco barcollò nella stanza.
google: L'ubriaco entrò barcollando nella stanza.
opus: L'uomo ubriaco ha barcollato nella stanza.
group_1:
ref: l’uomo ubriaco barcollò nella stanza.
group_2:
ref:l'uomo ubriaco ha barcollato nella stanza.
group_3:
ref:l'ubriaco entrò barcollando nella stanza.",
154,52it,"The stunt pilot @looped@ his plane.
youdao: Il pilota stuntman fece girare il suo aereo.
google: Il pilota acrobatico ha fatto girare il suo aereo.
opus: Il pilota stunt ha inciampato il suo aereo.
group_1:
ref: il pilota acrobatico ha fatto girare il suo aereo.
group_2:
ref:il pilota acrobatico ha fatto girare il suo aereo.
group_3:
ref:il pilota stuntman fece girare il suo aereo.",
155,57it,"The cord is all @twisted.@
youdao: La corda è tutta ritorta.
google: Il cavo è tutto attorcigliato.
opus: Il cordone e' tutto storto.
group_1:
ref: il cavo è tutto attorcigliato.
group_2:
ref:la corda è tutta ritorta.
group_3:
ref:la corda è tutta ritorta.",
156,202it,"The horse finally @tugged@ the cart out of the mud.
youdao: Il cavallo ha finalmente tirato fuori il carrello dal fango.
google: Il cavallo finalmente tirò fuori il carro dal fango.
opus: Il cavallo alla fine ha tirato fuori il carro dal fango.
group_1:
ref: il cavallo ha finalmente tirato fuori il carrello dal fango.
group_2:
ref:il cavallo ha finalmente tirato fuori il carrello dal fango.
group_3:
ref: il cavallo ha finalmente tirato fuori il carrello dal fango.",
157,158it,"The doctors @revived@ the comatose man.
youdao: I dottori hanno rianimato l’uomo comatoso.
google: I medici hanno rianimato l'uomo in coma.
opus: I dottori hanno rianimato l'uomo in coma.
group_1:
ref: i dottori hanno rianimato l’uomo comatoso.
group_2:
ref:i medici hanno rianimato l'uomo in coma.
group_3:
ref: i dottori hanno rianimato l’uomo comatoso.",
158,257it,"this plant @roots@ quickly.
youdao: Questa pianta ha radici rapide.
google: questa pianta radica rapidamente.
opus: le radici di questa pianta rapidamente.
group_1:
ref: questa pianta ha radici rapide.
group_2:
ref:questa pianta radica rapidamente.
group_3:
ref:questa pianta radica rapidamente.",
159,155it,"@acknowledge@ the deed.
youdao: Riconoscete l’atto.
google: riconoscere l'atto.
opus: riconoscere l'atto.
group_1:
ref: riconoscere l'atto.
group_2:
ref:riconoscete l’atto.
group_3:
ref:riconoscere l'atto.",
